DateTime,Time Since Epoch,Temperature,Dew Point,Humidity,Wind Speed,Precip.
2014-01-02 00:51:00,1388623860,32,19.0,59.0,12.0,0.0
2014-01-02 01:51:00,1388627460,32,20.0,61.0,12.0,0.0
2014-01-02 02:51:00,1388631060,32,20.0,61.0,16.0,0.0
2014-01-02 03:51:00,1388634660,32,22.0,66.0,15.0,0.0
2014-01-02 04:51:00,1388638260,30,24.0,79.0,23.0,0.0
2014-01-02 05:18:00,1388639880,28,25.0,86.0,21.0,0.0
2014-01-02 05:51:00,1388641860,28,24.0,85.0,21.0,0.0
2014-01-02 06:51:00,1388645460,27,23.0,85.0,16.0,0.0
2014-01-02 07:51:00,1388649060,27,22.0,81.0,15.0,0.0
2014-01-02 08:51:00,1388652660,27,22.0,81.0,23.0,0.0
2014-01-02 09:51:00,1388656260,27,21.0,78.0,18.0,0.0
2014-01-02 10:51:00,1388659860,27,21.0,78.0,24.0,0.0
2014-01-02 11:51:00,1388663460,27,21.0,78.0,21.0,0.0
2014-01-02 12:51:00,1388667060,27,21.0,78.0,25.0,0.0
2014-01-02 12:57:00,1388667420,27,21.0,80.0,25.0,0.0
2014-01-02 13:51:00,1388670660,27,20.0,75.0,21.0,0.0
2014-01-02 14:51:00,1388674260,25,20.0,81.0,14.0,0.0
2014-01-02 15:51:00,1388677860,26,21.0,81.0,21.0,0.0
2014-01-02 16:20:00,1388679600,27,21.0,80.0,18.0,0.0
2014-01-02 16:51:00,1388681460,28,22.0,78.0,17.0,0.0
2014-01-02 17:51:00,1388685060,27,21.0,78.0,20.0,0.0
2014-01-02 18:51:00,1388688660,26,19.0,75.0,18.0,0.0
2014-01-02 19:51:00,1388692260,26,20.0,78.0,21.0,0.0
2014-01-03 00:51:00,1388710260,18,14.0,84.0,18.0,0.0
2014-01-03 01:46:00,1388713560,18,12.0,79.0,18.0,0.0
2014-01-03 01:47:00,1388713620,17,12.0,81.0,20.0,0.0
2014-01-03 01:51:00,1388713860,17,12.0,81.0,20.0,0.0
2014-01-03 02:51:00,1388717460,14,10.0,84.0,17.0,0.0
2014-01-03 03:09:00,1388718540,12,9.0,85.0,20.0,0.0
2014-01-03 03:51:00,1388721060,12,7.0,80.0,23.0,0.0
2014-01-03 04:51:00,1388724660,12,8.0,84.0,20.0,0.0
2014-01-03 05:51:00,1388728260,12,8.0,84.0,18.0,0.0
2014-01-03 06:51:00,1388731860,12,8.0,84.0,23.0,0.0
2014-01-03 07:14:00,1388733240,12,7.0,79.0,25.0,0.0
2014-01-03 07:51:00,1388735460,12,7.0,80.0,23.0,0.0
2014-01-03 08:46:00,1388738760,12,7.0,79.0,21.0,0.0
2014-01-03 08:51:00,1388739060,11,6.0,81.0,17.0,0.0
2014-01-03 09:49:00,1388742540,12,7.0,79.0,21.0,0.0
2014-01-03 09:51:00,1388742660,12,6.0,77.0,24.0,0.0
2014-01-03 10:51:00,1388746260,13,6.0,74.0,17.0,0.0
2014-01-03 11:34:00,1388748840,14,7.0,73.0,14.0,0.0
2014-01-03 11:51:00,1388749860,15,6.0,68.0,17.0,0.0
2014-01-03 12:51:00,1388753460,19,6.0,57.0,17.0,0.0
2014-01-03 13:51:00,1388757060,18,5.0,57.0,14.0,0.0
2014-01-03 14:51:00,1388760660,19,5.0,54.0,22.0,0.0
2014-01-03 15:51:00,1388764260,19,4.0,52.0,23.0,0.0
2014-01-04 00:51:00,1388796660,10,-3.0,56.0,15.0,0.0
2014-01-04 01:51:00,1388800260,10,-4.0,53.0,10.0,0.0
2014-01-04 02:51:00,1388803860,10,-3.0,56.0,5.0,0.0
2014-01-04 03:51:00,1388807460,10,-4.0,53.0,0.0,0.0
2014-01-04 04:51:00,1388811060,11,-4.0,51.0,3.0,0.0
2014-01-04 05:51:00,1388814660,11,-3.0,54.0,3.0,0.0
2014-01-04 06:51:00,1388818260,11,-4.0,51.0,0.0,0.0
2014-01-04 07:51:00,1388821860,12,1.0,61.0,6.0,0.0
2014-01-04 08:51:00,1388825460,13,1.0,59.0,6.0,0.0
2014-01-04 09:51:00,1388829060,14,2.0,59.0,6.0,0.0
2014-01-04 10:51:00,1388832660,17,1.0,50.0,6.0,0.0
2014-01-04 11:51:00,1388836260,19,0.0,43.0,9.0,0.0
2014-01-04 12:51:00,1388839860,21,-2.0,36.0,9.0,0.0
2014-01-04 13:51:00,1388843460,22,0.0,38.0,8.0,0.0
2014-01-04 14:51:00,1388847060,23,0.0,37.0,8.0,0.0
2014-01-04 15:51:00,1388850660,25,3.0,39.0,10.0,0.0
2014-01-04 16:51:00,1388854260,26,1.0,34.0,9.0,0.0
2014-01-04 17:51:00,1388857860,25,4.0,41.0,6.0,0.0
2014-01-04 18:51:00,1388861460,25,6.0,45.0,6.0,0.0
2014-01-04 19:51:00,1388865060,26,8.0,47.0,5.0,0.0
2014-01-04 20:51:00,1388868660,26,10.0,51.0,3.0,0.0
2014-01-04 21:51:00,1388872260,27,11.0,51.0,7.0,0.0
2014-01-04 22:51:00,1388875860,27,11.0,51.0,6.0,0.0
2014-01-05 00:51:00,1388883060,28,15.0,58.0,7.0,0.0
2014-01-05 01:51:00,1388886660,27,15.0,61.0,5.0,0.0
2014-01-05 02:51:00,1388890260,27,16.0,63.0,6.0,0.0
2014-01-05 03:51:00,1388893860,26,17.0,69.0,6.0,0.0
2014-01-05 04:51:00,1388897460,27,18.0,69.0,0.0,0.0
2014-01-05 05:51:00,1388901060,26,18.0,71.0,0.0,0.0
2014-01-05 06:51:00,1388904660,27,20.0,75.0,0.0,0.0
2014-01-05 07:51:00,1388908260,29,21.0,72.0,0.0,0.0
2014-01-05 08:51:00,1388911860,30,21.0,69.0,0.0,0.0
2014-01-05 09:05:00,1388912700,30,21.0,69.0,6.0,0.0
2014-01-05 09:51:00,1388915460,31,25.0,79.0,6.0,0.0
2014-01-05 10:12:00,1388916720,30,27.0,86.0,7.0,0.0
2014-01-05 10:41:00,1388918460,30,27.0,86.0,6.0,0.0
2014-01-05 10:51:00,1388919060,31,27.0,85.0,6.0,0.0
2014-01-05 10:54:00,1388919240,30,27.0,86.0,7.0,0.0
2014-01-05 11:21:00,1388920860,30,28.0,93.0,3.0,0.0
2014-01-05 11:51:00,1388922660,32,28.0,85.0,3.0,0.0
2014-01-05 12:51:00,1388926260,31,28.0,89.0,7.0,0.0
2014-01-05 13:02:00,1388926920,30,28.0,93.0,8.0,0.0
2014-01-05 13:45:00,1388929500,30,28.0,93.0,9.0,0.0
2014-01-05 13:51:00,1388929860,31,28.0,89.0,9.0,0.0
2014-01-05 14:31:00,1388932260,30,28.0,93.0,9.0,0.0
2014-01-05 14:51:00,1388933460,32,29.0,88.0,9.0,0.0
2014-01-06 00:47:00,1388969220,50,48.0,94.0,15.0,0.0
2014-01-06 00:48:00,1388969280,50,48.0,93.0,16.0,0.0
2014-01-06 01:15:00,1388970900,50,48.0,94.0,17.0,0.0
2014-01-06 01:34:00,1388972040,50,48.0,94.0,22.0,0.0
2014-01-06 01:47:00,1388972820,50,48.0,94.0,22.0,0.0
2014-01-06 01:51:00,1388973060,50,49.0,96.0,18.0,0.0
2014-01-06 02:00:00,1388973600,50,48.0,94.0,20.0,0.0
2014-01-06 02:51:00,1388976660,50,49.0,96.0,16.0,0.0
2014-01-06 03:51:00,1388980260,51,49.0,92.0,12.0,0.0
2014-01-06 03:58:00,1388980680,52,50.0,94.0,14.0,0.0
2014-01-06 04:18:00,1388981880,52,48.0,88.0,13.0,0.0
2014-01-06 04:51:00,1388983860,50,48.0,93.0,10.0,0.0
2014-01-06 05:51:00,1388987460,52,50.0,93.0,14.0,0.0
2014-01-06 06:51:00,1388991060,52,51.0,97.0,15.0,0.0
2014-01-06 07:51:00,1388994660,51,50.0,96.0,14.0,0.0
2014-01-06 08:48:00,1388998080,52,52.0,100.0,17.0,0.0
2014-01-06 08:51:00,1388998260,52,51.0,97.0,18.0,0.0
2014-01-06 09:01:00,1388998860,52,50.0,94.0,15.0,0.0
2014-01-06 09:47:00,1389001620,52,50.0,94.0,14.0,0.1
2014-01-06 09:51:00,1389001860,51,50.0,96.0,14.0,0.1
2014-01-06 10:08:00,1389002880,50,48.0,94.0,20.0,0.1
2014-01-06 10:14:00,1389003240,50,45.0,82.0,15.0,0.1
2014-01-06 10:51:00,1389005460,49,43.0,80.0,17.0,0.1
2014-01-07 00:51:00,1389055860,21,2.0,44.0,30.0,0.0
2014-01-07 01:51:00,1389059460,15,-7.0,37.0,26.0,0.0
2014-01-07 02:51:00,1389063060,13,-7.0,41.0,24.0,0.0
2014-01-07 03:51:00,1389066660,12,-7.0,42.0,21.0,0.0
2014-01-07 04:51:00,1389070260,10,-9.0,42.0,24.0,0.0
2014-01-07 05:51:00,1389073860,8,-11.0,42.0,23.0,0.0
2014-01-07 06:51:00,1389077460,7,-12.0,42.0,28.0,0.0
2014-01-07 07:51:00,1389081060,5,-14.0,41.0,25.0,0.0
2014-01-07 08:51:00,1389084660,4,-15.0,41.0,21.0,0.0
2014-01-07 09:51:00,1389088260,5,-15.0,39.0,22.0,0.0
2014-01-07 10:51:00,1389091860,5,-16.0,37.0,26.0,0.0
2014-01-07 11:51:00,1389095460,7,-13.0,40.0,20.0,0.0
2014-01-07 12:51:00,1389099060,8,-14.0,36.0,20.0,0.0
