Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,900845,-,-,-,41.77,-87.74,-6,189,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Dew Point,Pressure,Wind Speed
2010,1,1,0,30,-11.3,91.54,-12.4,1000,5.6000000000000005
2010,1,1,1,30,-11.700000000000001,92.55,-12.700000000000001,1000,5.5
2010,1,1,2,30,-12.100000000000001,93.92,-12.9,1001,5.300000000000001
2010,1,1,3,30,-12.600000000000001,95.22,-13.200000000000001,1001,5.1000000000000005
2010,1,1,4,30,-13,95.4,-13.600000000000001,1002,4.9
2010,1,1,5,30,-13.3,95.77,-13.8,1002,4.800000000000001
2010,1,1,6,30,-13.5,96.27,-14,1002,4.7
2010,1,1,7,30,-13.4,93.16,-14.3,1002,4.7
2010,1,1,8,30,-12.9,90.63,-14.100000000000001,1003,4.9
2010,1,1,9,30,-11.9,86.36,-13.700000000000001,1003,5
2010,1,1,10,30,-10.8,83.45,-13.100000000000001,1003,5.1000000000000005
2010,1,1,11,30,-9.8,81.79,-12.3,1003,5.300000000000001
2010,1,1,12,30,-9.1,81.14,-11.700000000000001,1003,5.300000000000001
2010,1,1,13,30,-8.6,80.78,-11.3,1002,5.4
2010,1,1,14,30,-8.6,82.36,-11.100000000000001,1003,5.5
2010,1,1,15,30,-9,85.14,-11,1003,5.6000000000000005
2010,1,1,16,30,-9.4,87.17,-11.100000000000001,1003,5.7
2010,1,1,17,30,-9.5,87.32000000000001,-11.200000000000001,1003,5.800000000000001
2010,1,1,18,30,-9.700000000000001,88.49,-11.200000000000001,1004,5.9
2010,1,1,19,30,-10,89.81,-11.4,1004,6
2010,1,1,20,30,-10.5,91.4,-11.600000000000001,1004,6
2010,1,1,21,30,-10.9,91.59,-12,1004,5.9
2010,1,1,22,30,-11.3,91.5,-12.4,1005,5.9
2010,1,1,23,30,-11.700000000000001,91.12,-12.9,1005,6
2010,1,2,0,30,-12.200000000000001,91.66,-13.3,1005,6.1000000000000005
2010,1,2,1,30,-12.8,92.74,-13.700000000000001,1006,6
2010,1,2,2,30,-13.5,93.73,-14.3,1006,5.800000000000001
2010,1,2,3,30,-14.200000000000001,94.56,-14.9,1006,5.7
2010,1,2,4,30,-15,96.85000000000001,-15.4,1006,5.6000000000000005
2010,1,2,5,30,-15.700000000000001,98.95,-15.8,1007,5.5
2010,1,2,6,30,-16.400000000000002,100,-16.400000000000002,1007,5.4
2010,1,2,7,30,-16.2,97,-16.6,1007,5.6000000000000005
2010,1,2,8,30,-14.9,90.84,-16.1,1007,5.7
2010,1,2,9,30,-13.5,86.97,-15.200000000000001,1007,5.4
2010,1,2,10,30,-12.3,82.98,-14.600000000000001,1007,5
2010,1,2,11,30,-11.4,79.98,-14.200000000000001,1006,4.9
2010,1,2,12,30,-11,78.54,-14,1006,4.9
2010,1,2,13,30,-11,78.48,-14,1006,5
2010,1,2,14,30,-11.5,80.74,-14.100000000000001,1006,5.1000000000000005
2010,1,2,15,30,-12.8,87.11,-14.5,1006,5
2010,1,2,16,30,-14.4,92.08,-15.4,1007,5
2010,1,2,17,30,-15.100000000000001,92.88,-16,1007,5
2010,1,2,18,30,-15.3,94.41,-16,1007,5.2
2010,1,2,19,30,-15,94.35000000000001,-15.700000000000001,1007,5.1000000000000005
2010,1,2,20,30,-14.700000000000001,94.81,-15.3,1007,5.1000000000000005
2010,1,2,21,30,-14.5,95.7,-15,1007,5
2010,1,2,22,30,-14.4,97.10000000000001,-14.8,1006,5
2010,1,2,23,30,-14.3,98.16,-14.5,1006,5
2010,1,3,0,30,-14.3,99.38,-14.4,1006,5.1000000000000005
2010,1,3,1,30,-14.200000000000001,99.63,-14.200000000000001,1007,5.2
