Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,900845,-,-,-,41.77,-87.74,-6,189,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Dew Point,Pressure,Wind Speed
2001,1,1,0,30,-8.700000000000001,87.47,-10.4,1004,2
2001,1,1,1,30,-9,88.09,-10.600000000000001,1005,2.1
2001,1,1,2,30,-9.3,89.14,-10.8,1005,2.1
2001,1,1,3,30,-9.600000000000001,89.91,-10.9,1005,2.2
2001,1,1,4,30,-10,91.34,-11.100000000000001,1006,2.3000000000000003
2001,1,1,5,30,-10.4,92.05,-11.4,1006,2.4000000000000004
2001,1,1,6,30,-10.700000000000001,91.96000000000001,-11.8,1006,2.6
2001,1,1,7,30,-10.4,88.62,-11.9,1006,2.9000000000000004
2001,1,1,8,30,-9.1,84.21000000000001,-11.3,1007,3.2
2001,1,1,9,30,-7.4,83.69,-9.700000000000001,1007,3.6
2001,1,1,10,30,-6.1000000000000005,83.31,-8.5,1007,3.8000000000000003
2001,1,1,11,30,-5.1000000000000005,82.79,-7.6000000000000005,1007,4
2001,1,1,12,30,-4.5,82.84,-7,1006,4.1000000000000005
2001,1,1,13,30,-4.3,83.33,-6.7,1006,4.1000000000000005
2001,1,1,14,30,-4.7,85.8,-6.7,1007,3.9000000000000004
2001,1,1,15,30,-6.2,93.54,-7.1000000000000005,1007,3.5
2001,1,1,16,30,-8.1,94.73,-8.8,1008,3.5
2001,1,1,17,30,-9,91,-10.200000000000001,1008,3.6
2001,1,1,18,30,-9.9,93.99,-10.700000000000001,1009,3.8000000000000003
2001,1,1,19,30,-9.9,93.01,-10.8,1009,3.9000000000000004
2001,1,1,20,30,-9.5,91.59,-10.600000000000001,1009,4.1000000000000005
2001,1,1,21,30,-9.200000000000001,92.4,-10.200000000000001,1010,4.2
2001,1,1,22,30,-9.3,93.52,-10.200000000000001,1010,4
2001,1,1,23,30,-9.9,94.15,-10.700000000000001,1010,3.7
2001,1,2,0,30,-10.8,94.68,-11.5,1010,3.5
2001,1,2,1,30,-11.8,95.23,-12.4,1011,3.4000000000000004
2001,1,2,2,30,-12.600000000000001,94.39,-13.3,1011,3.5
2001,1,2,3,30,-13.200000000000001,93.95,-14,1011,3.6
2001,1,2,4,30,-13.700000000000001,94.47,-14.4,1012,3.6
2001,1,2,5,30,-14.100000000000001,94.97,-14.700000000000001,1013,3.4000000000000004
2001,1,2,6,30,-14.4,94.66,-15.100000000000001,1013,3.3000000000000003
2001,1,2,7,30,-14.3,91.98,-15.3,1014,3.3000000000000003
2001,1,2,8,30,-13.200000000000001,87.12,-14.9,1014,3.5
2001,1,2,9,30,-11.600000000000001,85.3,-13.600000000000001,1014,3.6
2001,1,2,10,30,-10.100000000000001,84.35000000000001,-12.200000000000001,1014,3.9000000000000004
2001,1,2,11,30,-8.700000000000001,83.91,-10.9,1013,4.3
2001,1,2,12,30,-7.800000000000001,84.51,-10,1012,4.7
2001,1,2,13,30,-7.300000000000001,85.48,-9.3,1012,4.800000000000001
2001,1,2,14,30,-7.5,88.93,-9,1011,4.4
2001,1,2,15,30,-8.8,96.53,-9.3,1011,3.9000000000000004
2001,1,2,16,30,-10.4,97.61,-10.700000000000001,1011,3.9000000000000004
2001,1,2,17,30,-11,95.62,-11.600000000000001,1011,4
2001,1,2,18,30,-10.600000000000001,94.09,-11.4,1010,4.9
2001,1,2,19,30,-10.4,95.59,-11,1009,5.6000000000000005
2001,1,2,20,30,-10.700000000000001,97.06,-11.100000000000001,1009,6
2001,1,2,21,30,-11.200000000000001,96.19,-11.700000000000001,1008,6.2
2001,1,2,22,30,-11.700000000000001,96.12,-12.200000000000001,1007,6.5
2001,1,2,23,30,-12.200000000000001,97.72,-12.5,1006,6.800000000000001
2001,1,3,0,30,-12.9,97.35000000000001,-13.200000000000001,1004,7.1000000000000005
2001,1,3,1,30,-13.5,96.42,-13.9,1003,7.300000000000001
2001,1,3,2,30,-13.8,96.24000000000001,-14.3,1002,7.300000000000001
2001,1,3,3,30,-13.700000000000001,94.51,-14.4,1001,7.5
2001,1,3,4,30,-13.200000000000001,92.55,-14.200000000000001,1001,7.5
2001,1,3,5,30,-12.600000000000001,91.82000000000001,-13.700000000000001,1000,7.300000000000001
2001,1,3,6,30,-11.8,89.52,-13.200000000000001,999,7.1000000000000005
2001,1,3,7,30,-10.700000000000001,87.08,-12.4,999,6.9
2001,1,3,8,30,-9.3,86.19,-11.200000000000001,998,6.800000000000001
2001,1,3,9,30,-7.800000000000001,86.83,-9.600000000000001,998,6.7
2001,1,3,10,30,-6.300000000000001,87.18,-8.1,997,6.800000000000001
2001,1,3,11,30,-5,88.35000000000001,-6.6000000000000005,996,6.7
2001,1,3,12,30,-4,90.69,-5.300000000000001,995,6.300000000000001
2001,1,3,13,30,-3.4000000000000004,92.9,-4.4,995,5.9
2001,1,3,14,30,-3.1,93.8,-4,994,5.4
2001,1,3,15,30,-3.1,94.93,-3.8000000000000003,994,4.7
2001,1,3,16,30,-3.3000000000000003,95.59,-3.9000000000000004,995,4
2001,1,3,17,30,-3.5,94.8,-4.2,995,3.7
2001,1,3,18,30,-3.9000000000000004,95.25,-4.5,995,3.3000000000000003
2001,1,3,19,30,-4,93.85000000000001,-4.800000000000001,995,3.1
2001,1,3,20,30,-4.1000000000000005,93.56,-5,996,3.1
2001,1,3,21,30,-4.2,92.9,-5.2,996,3
2001,1,3,22,30,-4.6000000000000005,92.91,-5.6000000000000005,996,2.9000000000000004
2001,1,3,23,30,-5.300000000000001,92.84,-6.300000000000001,996,2.8000000000000003
2001,1,4,0,30,-6.4,93.18,-7.300000000000001,996,2.7
2001,1,4,1,30,-7.5,92.2,-8.5,996,2.6
2001,1,4,2,30,-8.5,91.95,-9.600000000000001,996,2.4000000000000004
2001,1,4,3,30,-9.1,90.71000000000001,-10.3,996,2.1
2001,1,4,4,30,-9,88.12,-10.600000000000001,997,1.7000000000000002
2001,1,4,5,30,-8.700000000000001,87.51,-10.4,997,1.2000000000000002
2001,1,4,6,30,-8.9,91.06,-10.100000000000001,996,1.4000000000000001
2001,1,4,7,30,-9.5,93.60000000000001,-10.3,996,2.1
2001,1,4,8,30,-8.6,85.19,-10.600000000000001,996,2.9000000000000004
2001,1,4,9,30,-6.4,85.12,-8.5,996,4
2001,1,4,10,30,-4.7,85.96000000000001,-6.7,995,4.7
2001,1,4,11,30,-3.3000000000000003,86.47,-5.2,994,5.2
2001,1,4,12,30,-2.4000000000000004,87.88,-4.1000000000000005,993,5.6000000000000005
2001,1,4,13,30,-1.9000000000000001,89.69,-3.4000000000000004,992,5.800000000000001
2001,1,4,14,30,-1.7000000000000002,91.73,-2.9000000000000004,991,6.1000000000000005
2001,1,4,15,30,-1.8,94.38,-2.6,989,6.800000000000001
2001,1,4,16,30,-1.9000000000000001,95.2,-2.6,988,7.300000000000001
2001,1,4,17,30,-2,95.46000000000001,-2.6,987,7.6000000000000005
2001,1,4,18,30,-2,94.99,-2.7,985,8.5
2001,1,4,19,30,-1.9000000000000001,94.75,-2.6,983,9
2001,1,4,20,30,-1.6,93.46000000000001,-2.5,981,9.5
2001,1,4,21,30,-1.3,91.53,-2.5,980,9.600000000000001
2001,1,4,22,30,-1.1,91.38,-2.3000000000000003,979,9
2001,1,4,23,30,-0.8,92.37,-1.9000000000000001,978,8.200000000000001
2001,1,5,0,30,-0.6000000000000001,94.06,-1.4000000000000001,978,7.4
2001,1,5,1,30,-0.6000000000000001,94.47,-1.4000000000000001,978,6.800000000000001
2001,1,5,2,30,-0.9,95.09,-1.6,978,6.5
2001,1,5,3,30,-1.1,94,-1.9000000000000001,978,6.6000000000000005
2001,1,5,4,30,-1.4000000000000001,94.08,-2.2,979,6.800000000000001
2001,1,5,5,30,-1.6,93.29,-2.5,979,6.9
2001,1,5,6,30,-2,93.64,-2.9000000000000004,979,7.1000000000000005
2001,1,5,7,30,-2.1,91.96000000000001,-3.2,980,7.300000000000001
2001,1,5,8,30,-1.7000000000000002,90,-3.1,980,7.300000000000001
2001,1,5,9,30,-0.8,88.66,-2.4000000000000004,980,7.300000000000001
2001,1,5,10,30,0.1,89.16,-1.5,980,7.6000000000000005
2001,1,5,11,30,0.7000000000000001,89.74,-0.8,981,7.6000000000000005
2001,1,5,12,30,0.9,89.92,-0.6000000000000001,981,7.4
2001,1,5,13,30,1,88.98,-0.6000000000000001,982,7.1000000000000005
2001,1,5,14,30,1.1,87.64,-0.7000000000000001,983,6.800000000000001
2001,1,5,15,30,1.1,87.77,-0.7000000000000001,984,6.4
2001,1,5,16,30,0.6000000000000001,91.83,-0.6000000000000001,985,6
2001,1,5,17,30,0.2,90.05,-1.2000000000000002,985,5.800000000000001
2001,1,5,18,30,-2,96.10000000000001,-2.5,987,5
2001,1,5,19,30,-3.4000000000000004,97.06,-3.8000000000000003,987,4.6000000000000005
2001,1,5,20,30,-4.7,97.01,-5.1000000000000005,988,4.2
2001,1,5,21,30,-5.9,96.92,-6.300000000000001,988,3.9000000000000004
2001,1,5,22,30,-7.1000000000000005,98.31,-7.300000000000001,988,3.5
2001,1,5,23,30,-8.1,98.63,-8.3,988,3
2001,1,6,0,30,-9.1,99.44,-9.200000000000001,988,2.5
2001,1,6,1,30,-9.8,99.13,-9.9,988,2.4000000000000004
2001,1,6,2,30,-10.100000000000001,97.89,-10.4,988,2.3000000000000003
2001,1,6,3,30,-10.200000000000001,97.45,-10.5,987,2.3000000000000003
2001,1,6,4,30,-10.600000000000001,98.26,-10.8,987,2.5
2001,1,6,5,30,-11.100000000000001,97.58,-11.4,987,3
2001,1,6,6,30,-10.9,94.27,-11.600000000000001,987,3.3000000000000003
2001,1,6,7,30,-9.9,89.85000000000001,-11.200000000000001,986,4.2
2001,1,6,8,30,-8.4,87.79,-10.100000000000001,986,5.1000000000000005
2001,1,6,9,30,-6.6000000000000005,86.16,-8.5,985,5.5
2001,1,6,10,30,-4.7,85.43,-6.800000000000001,984,5.9
