Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,900845,-,-,-,41.77,-87.74,-6,189,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Dew Point,Pressure,Wind Speed
2019,1,1,0,30,-0.1,95.63,-0.7000000000000001,993,5.4
2019,1,1,1,30,-0.6000000000000001,93.61,-1.5,996,5.4
2019,1,1,2,30,-1.1,91.3,-2.3000000000000003,997,5.5
2019,1,1,3,30,-1.5,89.57000000000001,-3,998,5.7
2019,1,1,4,30,-1.7000000000000002,87.76,-3.5,999,5.800000000000001
2019,1,1,5,30,-1.9000000000000001,86.95,-3.8000000000000003,999,5.5
2019,1,1,6,30,-2.1,87.04,-4,1001,5
2019,1,1,7,30,-1.8,84.59,-4.1000000000000005,1002,4.7
2019,1,1,8,30,-1.2000000000000002,81.72,-3.9000000000000004,1003,4.5
2019,1,1,9,30,-0.6000000000000001,79.60000000000001,-3.7,1003,4.2
2019,1,1,10,30,-0.1,78.89,-3.3000000000000003,1003,3.8000000000000003
2019,1,1,11,30,0.1,79.06,-3.1,1002,3.7
2019,1,1,12,30,0.1,79.32000000000001,-3.1,1002,3.6
2019,1,1,13,30,-0.1,80.09,-3.1,1003,3.6
2019,1,1,14,30,-0.5,81.57000000000001,-3.3000000000000003,1003,3.4000000000000004
2019,1,1,15,30,-1.2000000000000002,84.91,-3.4000000000000004,1003,3.2
2019,1,1,16,30,-1.7000000000000002,86.46000000000001,-3.7,1004,3
2019,1,1,17,30,-1.9000000000000001,86.08,-3.9000000000000004,1004,3.1
2019,1,1,18,30,-2.3000000000000003,87.01,-4.2,1004,2.9000000000000004
2019,1,1,19,30,-2.6,87.24,-4.4,1004,2.7
2019,1,1,20,30,-2.9000000000000004,87.41,-4.7,1003,2.4000000000000004
2019,1,1,21,30,-3.2,87.89,-4.9,1003,2.2
2019,1,1,22,30,-3.3000000000000003,87.43,-5.1000000000000005,1003,1.9000000000000001
2019,1,1,23,30,-3.5,87.58,-5.300000000000001,1002,1.6
2019,1,2,0,30,-3.6,87.29,-5.4,1002,1.3
2019,1,2,1,30,-3.6,86.23,-5.6000000000000005,1002,1.3
2019,1,2,2,30,-3.6,85.94,-5.6000000000000005,1002,1.5
2019,1,2,3,30,-3.4000000000000004,85.28,-5.5,1001,1.7000000000000002
2019,1,2,4,30,-3,84.39,-5.300000000000001,1001,1.8
2019,1,2,5,30,-2.7,84.17,-5,1000,2
2019,1,2,6,30,-2.4000000000000004,84.67,-4.6000000000000005,1000,2.3000000000000003
2019,1,2,7,30,-1.6,82.16,-4.2,1000,3.1
2019,1,2,8,30,-0.6000000000000001,80.04,-3.6,1000,4.1000000000000005
2019,1,2,9,30,0,78.33,-3.3000000000000003,999,5
2019,1,2,10,30,0.2,75.36,-3.6,998,5.6000000000000005
2019,1,2,11,30,0.1,73.91,-4,996,5.800000000000001
2019,1,2,12,30,0,72.87,-4.3,995,6.2
2019,1,2,13,30,-0.2,72.60000000000001,-4.5,994,6.300000000000001
2019,1,2,14,30,-0.4,73.16,-4.6000000000000005,994,6.2
2019,1,2,15,30,-0.8,76.07000000000001,-4.5,994,5.800000000000001
2019,1,2,16,30,-1.2000000000000002,80.07000000000001,-4.2,994,5.6000000000000005
2019,1,2,17,30,-1.3,81.62,-4,994,5.6000000000000005
2019,1,2,18,30,-1.8,84.01,-4.1000000000000005,995,5.9
2019,1,2,19,30,-2.2,84.13,-4.5,995,5.800000000000001
2019,1,2,20,30,-2.8000000000000003,83.46000000000001,-5.2,995,5.300000000000001
2019,1,2,21,30,-3.3000000000000003,83.32000000000001,-5.7,995,4.800000000000001
2019,1,2,22,30,-3.5,83.60000000000001,-5.9,995,4.7
2019,1,2,23,30,-3.4000000000000004,83.05,-5.9,995,5.1000000000000005
2019,1,3,0,30,-3.4000000000000004,84.23,-5.7,995,5.300000000000001
2019,1,3,1,30,-3.5,86.43,-5.4,995,5.300000000000001
2019,1,3,2,30,-3.7,89.03,-5.2,995,5.300000000000001
2019,1,3,3,30,-3.9000000000000004,90.69,-5.2,995,5.1000000000000005
2019,1,3,4,30,-4.2,92.17,-5.300000000000001,995,4.7
2019,1,3,5,30,-4.5,93.25,-5.4,995,4.4
2019,1,3,6,30,-4.5,92.4,-5.5,995,4.4
2019,1,3,7,30,-3.9000000000000004,88.82000000000001,-5.5,995,4.9
2019,1,3,8,30,-2.5,83.14,-5,995,5.5
2019,1,3,9,30,-0.7000000000000001,75.55,-4.5,995,5.9
2019,1,3,10,30,1,70.18,-3.8000000000000003,994,6
2019,1,3,11,30,2.5,66.02,-3.2,993,6
2019,1,3,12,30,3.4000000000000004,64.44,-2.7,992,5.7
2019,1,3,13,30,3.8000000000000003,64.83,-2.2,992,5
2019,1,3,14,30,3.3000000000000003,69.75,-1.7000000000000002,992,4.3
2019,1,3,15,30,2.2,78.85000000000001,-1.1,992,4.5
2019,1,3,16,30,1.5,79.89,-1.6,992,5.7
2019,1,3,17,30,1.4000000000000001,80.77,-1.5,992,6.4
2019,1,3,18,30,0.8,85.18,-1.4000000000000001,992,6.4
2019,1,3,19,30,0.5,87.41,-1.3,991,6.1000000000000005
2019,1,3,20,30,0.30000000000000004,88.73,-1.3,991,6.1000000000000005
2019,1,3,21,30,0.1,90.25,-1.3,991,6.300000000000001
2019,1,3,22,30,-0.1,91.78,-1.3,991,6.1000000000000005
2019,1,3,23,30,-0.30000000000000004,92.72,-1.3,990,5.4
2019,1,4,0,30,-0.6000000000000001,94.04,-1.4000000000000001,990,4.7
2019,1,4,1,30,-0.9,95.25,-1.6,989,4.800000000000001
2019,1,4,2,30,-1.1,96.33,-1.6,989,5.1000000000000005
2019,1,4,3,30,-1.2000000000000002,96.54,-1.7000000000000002,988,5
2019,1,4,4,30,-1.3,96.59,-1.8,988,4.7
2019,1,4,5,30,-1.4000000000000001,96.74000000000001,-1.9000000000000001,988,4.9
2019,1,4,6,30,-1.4000000000000001,96.15,-1.9000000000000001,988,5.1000000000000005
2019,1,4,7,30,-0.8,91.77,-2,988,5.1000000000000005
2019,1,4,8,30,0.5,86.43,-1.5,988,4.6000000000000005
2019,1,4,9,30,2.1,81.4,-0.8,987,3.8000000000000003
2019,1,4,10,30,3.9000000000000004,77.28,0.30000000000000004,986,3.2
2019,1,4,11,30,5.5,74.52,1.3,985,2.9000000000000004
2019,1,4,12,30,6.5,70.26,1.5,984,2.5
2019,1,4,13,30,6.6000000000000005,72.15,1.9000000000000001,983,2
2019,1,4,14,30,5.4,83.49,2.8000000000000003,983,1.6
2019,1,4,15,30,3.5,89.88,2,984,1.7000000000000002
2019,1,4,16,30,2.2,91.21000000000001,0.9,984,2
2019,1,4,17,30,2,92.13,0.9,984,2.2
2019,1,4,18,30,1.7000000000000002,93.97,0.8,984,2.9000000000000004
2019,1,4,19,30,1.4000000000000001,95.59,0.8,984,3.1
2019,1,4,20,30,1,97.85000000000001,0.7000000000000001,984,3.1
2019,1,4,21,30,0.6000000000000001,99.98,0.6000000000000001,984,3.2
2019,1,4,22,30,0.30000000000000004,100,0.30000000000000004,984,3.3000000000000003
2019,1,4,23,30,0.1,100,0.1,984,3.3000000000000003
2019,1,5,0,30,-0.1,100,-0.1,985,3.2
2019,1,5,1,30,-0.2,100,-0.2,985,3.1
2019,1,5,2,30,-0.30000000000000004,99.04,-0.4,985,3.1
2019,1,5,3,30,-0.30000000000000004,97.75,-0.6000000000000001,986,3.1
2019,1,5,4,30,-0.4,97.63,-0.7000000000000001,986,3.1
2019,1,5,5,30,-0.5,98.06,-0.8,987,3.1
2019,1,5,6,30,-0.5,98.15,-0.8,988,3.2
2019,1,5,7,30,0.2,93.69,-0.7000000000000001,988,3.6
2019,1,5,8,30,1.4000000000000001,89.75,-0.1,989,4
2019,1,5,9,30,3.1,85.5,0.9,989,4.2
2019,1,5,10,30,4.9,82.07000000000001,2.1,989,4.3
2019,1,5,11,30,6.6000000000000005,79.08,3.2,988,4.3
2019,1,5,12,30,7.7,78.28,4.2,988,4.3
2019,1,5,13,30,8,80.36,4.800000000000001,988,4.2
2019,1,5,14,30,6.9,88.86,5.2,989,3.8000000000000003
2019,1,5,15,30,5,97.37,4.6000000000000005,989,3.7
2019,1,5,16,30,3.9000000000000004,100,3.9000000000000004,990,4.1000000000000005
2019,1,5,17,30,3.7,100,3.7,991,4.3
