Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,900845,-,-,-,41.77,-87.74,-6,189,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Dew Point,Pressure,Wind Speed
1999,1,1,0,30,-12.200000000000001,92.23,-13.200000000000001,1002,4.4
1999,1,1,1,30,-12.3,91.85000000000001,-13.4,1003,4.3
1999,1,1,2,30,-12.4,90.94,-13.600000000000001,1004,4.3
1999,1,1,3,30,-12.600000000000001,90.23,-13.9,1005,4.3
1999,1,1,4,30,-12.700000000000001,88.5,-14.200000000000001,1005,4.2
1999,1,1,5,30,-12.700000000000001,86.5,-14.5,1006,3.9000000000000004
1999,1,1,6,30,-12.5,84.72,-14.5,1007,3.6
1999,1,1,7,30,-11.5,79.64,-14.3,1007,3.6
1999,1,1,8,30,-10.100000000000001,74.91,-13.700000000000001,1007,3.8000000000000003
1999,1,1,9,30,-8.700000000000001,71.72,-12.9,1008,3.9000000000000004
1999,1,1,10,30,-7.4,69.83,-12,1007,4.2
1999,1,1,11,30,-6.300000000000001,68.26,-11.200000000000001,1006,4.6000000000000005
1999,1,1,12,30,-5.6000000000000005,67.46000000000001,-10.700000000000001,1006,4.800000000000001
1999,1,1,13,30,-5.300000000000001,67.5,-10.4,1006,5.2
1999,1,1,14,30,-5.4,68.58,-10.3,1006,5.4
1999,1,1,15,30,-5.800000000000001,70.76,-10.3,1006,5.6000000000000005
1999,1,1,16,30,-6.2,72.51,-10.3,1006,6
1999,1,1,17,30,-6.4,72.39,-10.5,1006,6.300000000000001
1999,1,1,18,30,-6.800000000000001,72.86,-10.9,1005,7.2
1999,1,1,19,30,-7,72.29,-11.100000000000001,1004,7.5
1999,1,1,20,30,-7.300000000000001,74.26,-11.100000000000001,1004,7.5
1999,1,1,21,30,-7.6000000000000005,77.59,-10.8,1004,7.800000000000001
1999,1,1,22,30,-7.9,79.64,-10.8,1004,8.3
1999,1,1,23,30,-8.1,80.85000000000001,-10.8,1003,8.6
1999,1,2,0,30,-8.200000000000001,82.10000000000001,-10.700000000000001,1002,9
1999,1,2,1,30,-8.200000000000001,83.04,-10.600000000000001,1001,9.5
1999,1,2,2,30,-8.1,83.61,-10.4,999,9.9
1999,1,2,3,30,-7.800000000000001,83.41,-10.100000000000001,998,10.200000000000001
1999,1,2,4,30,-7.5,84.11,-9.700000000000001,997,10.5
1999,1,2,5,30,-7.2,84.55,-9.4,995,10.8
1999,1,2,6,30,-7.1000000000000005,85.51,-9.1,994,11
1999,1,2,7,30,-7.1000000000000005,85.94,-9.1,993,11.3
1999,1,2,8,30,-7.1000000000000005,86.24,-9,991,11.700000000000001
1999,1,2,9,30,-7,86.37,-8.9,990,11.8
1999,1,2,10,30,-6.800000000000001,86.96000000000001,-8.6,988,11.5
1999,1,2,11,30,-6.5,86.94,-8.3,986,11
1999,1,2,12,30,-6.2,86.9,-8,984,10.200000000000001
1999,1,2,13,30,-5.7,87.12,-7.5,982,9.1
1999,1,2,14,30,-5.1000000000000005,88.11,-6.800000000000001,981,8.3
1999,1,2,15,30,-4.6000000000000005,89.8,-6,979,7.800000000000001
1999,1,2,16,30,-4.3,91.38,-5.5,978,7.7
1999,1,2,17,30,-4.2,92.95,-5.2,978,7.7
1999,1,2,18,30,-4,92.84,-5,977,6.7
1999,1,2,19,30,-3.9000000000000004,93.75,-4.800000000000001,976,5.4
1999,1,2,20,30,-3.9000000000000004,95.28,-4.5,975,4.1000000000000005
1999,1,2,21,30,-4.3,96.99000000000001,-4.7,974,3.1
1999,1,2,22,30,-4.7,95.83,-5.300000000000001,974,2.9000000000000004
1999,1,2,23,30,-5,95.32000000000001,-5.6000000000000005,974,3.4000000000000004
1999,1,3,0,30,-5.2,94.13,-6,974,4.5
1999,1,3,1,30,-5.4,93.91,-6.2,975,5.9
1999,1,3,2,30,-5.9,94.02,-6.7,975,6.9
1999,1,3,3,30,-6.800000000000001,95.17,-7.4,977,7.6000000000000005
1999,1,3,4,30,-8.1,96.42,-8.6,978,8
1999,1,3,5,30,-9.3,95.68,-9.9,980,8.1
1999,1,3,6,30,-10.100000000000001,93.29,-11,981,8
1999,1,3,7,30,-10.100000000000001,89.65,-11.5,982,7.7
1999,1,3,8,30,-9.4,87.25,-11.100000000000001,983,7.6000000000000005
1999,1,3,9,30,-8.5,87.63,-10.200000000000001,984,7.9
1999,1,3,10,30,-8,89.18,-9.5,984,8.4
1999,1,3,11,30,-8.3,89.85000000000001,-9.700000000000001,985,8.9
1999,1,3,12,30,-8.700000000000001,87.92,-10.3,985,9
1999,1,3,13,30,-8.9,86.62,-10.700000000000001,986,9
1999,1,3,14,30,-9,86.83,-10.8,987,8.8
1999,1,3,15,30,-9.4,89.09,-10.9,988,8.700000000000001
1999,1,3,16,30,-10,91.18,-11.200000000000001,989,8.6
1999,1,3,17,30,-10.3,89.93,-11.600000000000001,989,8.5
1999,1,3,18,30,-11.200000000000001,92.79,-12.100000000000001,991,8.3
1999,1,3,19,30,-11.700000000000001,93.10000000000001,-12.600000000000001,991,8.1
1999,1,3,20,30,-12.100000000000001,93.19,-13,992,8
1999,1,3,21,30,-12.5,93.78,-13.3,992,7.800000000000001
1999,1,3,22,30,-12.700000000000001,93.41,-13.5,993,7.6000000000000005
1999,1,3,23,30,-13,93.61,-13.8,993,7.4
1999,1,4,0,30,-13.3,93.76,-14.100000000000001,994,7.1000000000000005
1999,1,4,1,30,-13.600000000000001,93.86,-14.4,995,6.800000000000001
1999,1,4,2,30,-14,94.81,-14.700000000000001,996,6.5
