Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,900845,-,-,-,41.77,-87.74,-6,189,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Dew Point,Pressure,Wind Speed
2015,1,1,0,30,-8.5,80.51,-11.3,997,7.2
2015,1,1,1,30,-8.6,81.92,-11.100000000000001,997,7.1000000000000005
2015,1,1,2,30,-8.8,83.59,-11.100000000000001,996,7.1000000000000005
2015,1,1,3,30,-9,85.17,-11,995,7
2015,1,1,4,30,-9.1,86.05,-11,995,6.9
2015,1,1,5,30,-9.1,86.10000000000001,-11,995,6.9
2015,1,1,6,30,-9,85.69,-11,995,6.9
2015,1,1,7,30,-8.5,82.83,-10.9,995,7
2015,1,1,8,30,-7.2,75.46000000000001,-10.8,995,7.5
2015,1,1,9,30,-5.6000000000000005,67.36,-10.700000000000001,995,8
2015,1,1,10,30,-3.9000000000000004,61.6,-10.200000000000001,994,8.3
2015,1,1,11,30,-2.5,58.910000000000004,-9.4,993,8.3
2015,1,1,12,30,-1.4000000000000001,57.78,-8.700000000000001,993,8.1
2015,1,1,13,30,-0.8,58.32,-8,993,7.800000000000001
2015,1,1,14,30,-0.7000000000000001,60.45,-7.4,993,7.300000000000001
2015,1,1,15,30,-1.1,64.67,-6.9,993,6.6000000000000005
2015,1,1,16,30,-1.6,70.06,-6.300000000000001,994,6.2
2015,1,1,17,30,-1.8,73.46000000000001,-5.9,994,6.1000000000000005
2015,1,1,18,30,-2.2,77.66,-5.6000000000000005,995,5.800000000000001
2015,1,1,19,30,-2.5,81.04,-5.300000000000001,996,5.800000000000001
2015,1,1,20,30,-2.8000000000000003,83.82000000000001,-5.2,996,5.800000000000001
2015,1,1,21,30,-3.1,86.72,-5,997,5.4
2015,1,1,22,30,-3.6,90.76,-4.9,997,4.7
2015,1,1,23,30,-4.1000000000000005,94.16,-4.9,997,4.1000000000000005
2015,1,2,0,30,-4.6000000000000005,97.12,-5,997,3.5
2015,1,2,1,30,-4.800000000000001,97.84,-5.1000000000000005,998,3.1
2015,1,2,2,30,-4.9,96.76,-5.300000000000001,999,2.9000000000000004
2015,1,2,3,30,-5,95.39,-5.6000000000000005,1000,2.4000000000000004
2015,1,2,4,30,-5.2,94.71000000000001,-5.9,1000,1.9000000000000001
2015,1,2,5,30,-5.300000000000001,93.03,-6.2,1001,1.6
2015,1,2,6,30,-5.300000000000001,91.2,-6.5,1002,1.6
2015,1,2,7,30,-4.9,87.25,-6.7,1003,1.4000000000000001
2015,1,2,8,30,-3.8000000000000003,81.51,-6.5,1003,1.1
2015,1,2,9,30,-1.9000000000000001,72.16,-6.2,1003,0.9
2015,1,2,10,30,0,64.09,-6,1003,1.2000000000000002
2015,1,2,11,30,1.1,60.300000000000004,-5.7,1002,1.3
2015,1,2,12,30,1.5,59.74,-5.5,1002,1.2000000000000002
2015,1,2,13,30,1.6,60.83,-5.2,1002,1.3
2015,1,2,14,30,1.2000000000000002,64.68,-4.7,1002,1.3
2015,1,2,15,30,0.2,78.23,-3.1,1002,1.3
2015,1,2,16,30,-0.4,76.91,-4,1002,1.7000000000000002
2015,1,2,17,30,-0.4,79.57000000000001,-3.5,1002,1.9000000000000001
2015,1,2,18,30,-0.30000000000000004,80.59,-3.2,1002,2.8000000000000003
2015,1,2,19,30,-0.2,81.08,-3.1,1001,3.2
2015,1,2,20,30,-0.30000000000000004,82.97,-2.8000000000000003,1001,3.4000000000000004
2015,1,2,21,30,-0.30000000000000004,84.16,-2.6,1000,3.6
2015,1,2,22,30,-0.30000000000000004,85.32000000000001,-2.5,999,3.5
2015,1,2,23,30,-0.5,87.59,-2.3000000000000003,998,3.4000000000000004
2015,1,3,0,30,-0.5,88.48,-2.2,998,3.4000000000000004
2015,1,3,1,30,-0.5,89.93,-1.9000000000000001,997,3.4000000000000004
2015,1,3,2,30,-0.4,91.78,-1.6,996,3.2
2015,1,3,3,30,-0.5,94.07000000000001,-1.3,995,2.9000000000000004
2015,1,3,4,30,-0.4,94.96000000000001,-1.1,994,2.9000000000000004
2015,1,3,5,30,-0.30000000000000004,95.96000000000001,-0.9,993,3.1
2015,1,3,6,30,0,95.94,-0.6000000000000001,993,3.2
2015,1,3,7,30,0.30000000000000004,95.65,-0.30000000000000004,992,3.4000000000000004
2015,1,3,8,30,0.6000000000000001,95.58,0,991,3.4000000000000004
2015,1,3,9,30,0.8,95.68,0.2,990,3.1
2015,1,3,10,30,1,95.29,0.30000000000000004,988,2.5
2015,1,3,11,30,1.1,95.32000000000001,0.4,987,1.8
2015,1,3,12,30,1.1,95.48,0.5,987,1.2000000000000002
2015,1,3,13,30,1.1,95.12,0.4,986,0.9
2015,1,3,14,30,1,95.46000000000001,0.4,985,1.5
2015,1,3,15,30,0.8,97.79,0.5,986,1.6
2015,1,3,16,30,0.5,98.65,0.30000000000000004,986,1.3
2015,1,3,17,30,0.4,98.01,0.1,986,1.4000000000000001
2015,1,3,18,30,0,99.9,0,986,2.1
2015,1,3,19,30,-0.2,99.86,-0.2,986,2.7
2015,1,3,20,30,-0.1,98.59,-0.30000000000000004,985,3
2015,1,3,21,30,0,98.12,-0.30000000000000004,985,2.7
