COOPID, YEAR, MONTH, DAY, PRECIPITATION, MAX TEMP, MIN TEMP, MEAN TEMP
85663,2011,4,19,0,85,74,80.2
85663,2011,6,12,0.1,92,76,82.4
85663,2014,12,31,0,68,54,60.8
85663,2023,3,30,3.49,79,72,74.3
85663,1989,12,24,0,45,31,38
85663,2010,1,10,0,48,35,41.5
85663,1964,1,14,0,50,37,43.5
85663,2022,12,25,0.03,50,45,47.5
85663,1957,12,12,0,51,35,43
85663,1970,1,9,0,51,37,44
85663,1983,12,25,0,51,37,44
85663,1948,1,15,0,52,34,43
85663,1977,1,19,0,52,36,44
85663,1970,1,10,0,53,35,44
85663,1980,3,3,0,53,32,42.5
85663,1981,1,12,0,53,37,45
85663,1985,1,22,0,53,30,41.5
85663,2010,12,14,0,53,36,44.5
85663,1971,1,20,0,54,35,44.5
85663,1985,12,26,0,54,38,46
85663,1986,1,28,0,54,36,45
85663,1958,1,9,0,55,39,47
85663,1958,2,19,0,55,39,47
85663,1962,12,13,0,55,35,45
85663,1970,1,8,0,55,38,46.5
85663,1970,2,4,0,55,42,48.5
85663,1983,12,26,0,55,33,44
85663,1989,12,25,0,55,30,42.5
85663,2000,12,20,0,55,48,51.5
85663,2002,1,4,0,55,42,48.5
85663,2003,1,18,0,55,45,50
85663,1951,2,3,0.63,56,39,47.5
85663,1958,2,18,0,56,42,49
85663,1959,1,17,0,56,44,50
85663,1962,12,10,0,56,43,49.5
85663,1975,12,22,0,56,42,49
85663,1983,12,31,0.69,56,48,52
85663,1996,1,8,0,56,43,49.5
85663,1997,1,19,0,56,37,46.5
85663,1999,1,5,0.04,56,46,51
85663,2000,12,31,0,56,42,49
85663,2022,12,26,0.38,56,48,52
85663,1965,1,17,0,57,39,48
85663,1968,3,1,0,57,44,50.5
85663,1977,1,18,0,57,38,47.5
85663,1978,2,22,0,57,44,50.5
85663,1979,1,3,0,57,40,48.5
85663,1979,2,1,0,57,43,50
85663,1991,2,16,0,57,41,49
85663,1996,3,11,0.41,57,53,55
85663,1996,12,20,0,57,43,50
85663,2001,1,22,0.01,57,48,52.5
85663,2009,1,21,0,57,42,49.5
85663,2010,12,27,0,57,41,49
85663,2012,1,3,0,57,45,51
85663,1954,12,20,0,58,44,51
85663,1955,2,12,0,58,40,49
85663,1958,2,4,0,58,37,47.5
85663,1958,2,13,0.01,58,43,50.5
85663,1958,2,17,0,58,42,50
85663,1959,11,29,0,58,44,51
85663,1960,1,21,0,58,43,50.5
85663,1976,1,18,0,58,40,49
85663,1977,1,17,0,58,44,51
85663,1980,12,28,0,58,44,51
85663,1995,12,24,0,58,45,51.5
85663,1995,12,28,0.01,58,53,55.5
85663,1996,2,17,0,58,39,48.5
85663,1997,1,18,0,58,42,50
85663,2003,1,24,0,58,36,47
85663,2006,2,13,0,58,45,51.5
85663,2010,1,6,0,58,40,49
85663,2014,1,7,0.05,58,49,53.5
85663,1955,1,29,0.2,59,51,55
85663,1958,1,8,0.03,59,43,51
85663,1958,2,20,0,59,44,51.5
85663,1959,1,18,0,59,41,50
85663,1960,1,23,0,59,41,50
85663,1960,12,22,0,59,39,49
85663,1962,12,14,0,59,35,47
85663,1965,1,18,0,59,35,47
85663,1966,1,27,0,59,45,52
85663,1966,2,5,0,59,40,49.5
85663,1968,2,8,0,59,47,53
85663,1971,2,10,0,59,43,51
85663,1973,2,11,0,59,42,50.5
85663,1977,1,20,0,59,31,45
85663,1977,2,17,0,59,42,50.5
85663,1978,1,10,0,59,41,50
85663,1978,1,15,0,59,47,53
85663,1978,2,21,0.28,59,54,56.5
85663,1980,2,3,0.1,59,46,52.5
85663,1981,12,11,0,59,40,49.5
85663,1982,1,11,0,59,42,50.5
85663,1989,2,24,0,59,37,48
85663,1993,3,14,0,59,47,53
85663,1995,12,25,0,59,40,49.5
85663,1996,2,4,0,59,42,50.5
85663,1996,3,10,0.54,59,52,55.5
85663,2010,12,9,0.07,59,52,55.5
85663,2013,2,17,0,59,47,53
85663,2022,12,24,0.00001,59,48,53.5
85663,1953,1,4,0,60,47,53.5
85663,1956,1,9,0,60,41,50.5
85663,1956,1,13,0,60,42,51
85663,1960,1,22,0,60,34,47
85663,1961,12,29,0,60,41,50.5
85663,1961,12,30,0,60,39,49.5
85663,1966,1,30,0,60,39,49.5
85663,1966,2,4,0,60,45,52.5
85663,1979,1,25,0,60,46,53
85663,1980,2,4,0,60,42,51
85663,1994,2,2,0.51,60,52,56
85663,2004,12,20,0,60,50,55
85663,2008,1,3,0,60,39,49.5
85663,2010,1,5,0,60,43,51.5
85663,2015,2,19,0,60,47,53.5
85663,2018,1,4,0,60,44,52
85663,2019,1,28,0.06,60,51,55.5
85663,1949,1,1,0,61,42,51.5
85663,1958,1,10,0,61,41,51
85663,1958,1,18,0,61,48,54.5
85663,1958,12,12,0,61,51,56
85663,1960,1,20,0,61,45,53
85663,1960,2,1,0,61,50,55.5
85663,1961,1,22,0,61,39,50
85663,1962,11,29,0.02,61,56,58.5
85663,1968,12,16,0,61,34,47.5
85663,1970,2,5,0,61,48,54.5
85663,1973,1,13,0,61,46,53.5
85663,1973,12,22,0,61,39,50
85663,1974,2,26,0,61,47,54
85663,1975,11,14,0,61,46,53.5
85663,1981,1,13,0,61,32,46.5
85663,1981,1,24,0.4,61,52,56.5
85663,1981,12,20,0,61,36,48.5
85663,1982,1,15,0,61,41,51
85663,1985,2,13,0,61,47,54
85663,1988,1,27,0,61,45,53
85663,1989,3,8,0.09,61,55,58
85663,1996,1,9,0,61,38,49.5
85663,1996,1,13,0,61,46,53.5
85663,2000,12,30,0,61,46,53.5
85663,2001,1,4,0.09,61,47,54
85663,2002,1,8,0,61,44,52.5
85663,2006,1,7,0,61,48,54.5
85663,2009,2,5,0,61,38,49.5
85663,2010,1,4,0,61,44,52.5
85663,2010,12,7,0,61,44,52.5
85663,2012,2,12,0,61,48,54.5
85663,2014,1,16,0,61,50,55.5
85663,2016,1,24,0,61,46,53.5
85663,1948,12,31,0,62,46,54
85663,1949,11,26,0,62,46,54
85663,1952,12,15,0,62,47,54.5
85663,1952,12,16,0,62,42,52
85663,1954,12,21,0,62,41,51.5
85663,1956,1,8,0,62,44,53
85663,1956,1,12,0,62,41,51.5
85663,1956,11,27,0,62,48,55
85663,1958,1,3,1.35,62,54,58
85663,1958,2,3,0,62,46,54
85663,1958,2,16,0,62,47,54.5
85663,1962,12,7,0,62,49,55.5
85663,1963,12,25,0,62,43,52.5
85663,1965,2,26,0,62,46,54
85663,1967,2,25,0,62,43,52.5
85663,1968,12,15,0,62,43,52.5
85663,1970,1,4,0,62,52,57
85663,1975,1,14,0,62,46,54
85663,1976,1,9,0,62,42,52
85663,1977,1,21,0,62,40,51
85663,1977,12,22,0,62,49,55.5
85663,1977,12,27,0,62,45,53.5
85663,1978,1,30,0,62,40,51
85663,1978,2,23,0,62,39,50.5
85663,1978,3,28,0.23,62,57,59.5
85663,1980,1,6,0,62,46,54
85663,1981,2,3,0,62,49,55.5
85663,1984,2,29,0,62,50,56
85663,1985,1,21,0,62,34,48
85663,1985,12,23,0.11,62,44,53
85663,1986,3,2,0,62,39,50.5
85663,1987,1,5,0,62,54,58
85663,1987,1,23,0,62,46,54
85663,1995,12,23,0.07,62,56,59
85663,1996,2,5,0,62,37,49.5
85663,1997,1,17,0,62,48,55
85663,1997,12,28,0,62,55,58.5
85663,2000,1,26,0,62,47,54.5
85663,2003,12,20,0,62,46,54
85663,2007,2,16,0.16,62,49,55.5
85663,2010,1,3,0,62,47,54.5
85663,2010,1,7,0,62,44,53
85663,2010,1,11,0,62,36,49
85663,2010,12,15,0,62,38,50
85663,2023,1,14,0,62,48,55
85663,1950,11,26,0,63,39,51
85663,1950,12,11,0,63,49,56
85663,1950,12,19,0,63,41,52
85663,1951,1,26,0,63,39,51
85663,1951,2,4,0.1,63,46,54.5
85663,1953,12,15,0,63,47,55
85663,1956,1,11,0,63,46,54.5
85663,1956,1,14,0,63,39,51
85663,1959,1,10,0,63,45,54
85663,1960,1,24,0,63,39,51
85663,1960,3,4,0,63,44,53.5
85663,1961,2,11,0,63,52,57.5
85663,1961,12,25,0,63,42,52.5
85663,1962,1,2,0,63,46,54.5
85663,1962,1,12,0.18,63,47,55
85663,1962,11,28,0,63,55,59
85663,1963,2,16,0.57,63,57,60
85663,1964,1,2,0,63,50,56.5
85663,1968,1,26,0,63,38,50.5
85663,1968,2,9,0,63,43,53
85663,1968,11,13,0,63,46,54.5
85663,1969,2,19,0,63,44,53.5
85663,1969,12,13,0,63,47,55
85663,1970,3,14,0,63,54,58.5
85663,1973,12,11,0,63,45,54
85663,1973,12,17,0,63,47,55
85663,1977,1,22,0,63,39,51
85663,1977,1,26,0,63,40,51.5
85663,1978,1,21,0,63,52,57.5
85663,1978,2,20,0.13,63,54,58.5
85663,1980,2,7,0,63,47,55
85663,1981,12,10,0,63,48,55.5
85663,1981,12,19,0,63,39,51
85663,1984,1,21,0.09,63,50,56.5
85663,1984,3,1,0,63,44,53.5
85663,1985,1,23,0,63,36,49.5
85663,1987,1,12,0,63,44,53.5
85663,1989,12,23,0.15,63,37,50
85663,1992,3,13,0.02,63,55,59
85663,1995,1,31,0,63,53,58
85663,1998,2,7,0,63,51,57
85663,1999,2,22,0,63,51,57
85663,2003,1,19,0,63,44,53.5
85663,2003,12,18,0,63,46,54.5
85663,2004,2,18,0,63,50,56.5
85663,2005,2,11,0,63,48,55.5
85663,2005,3,9,1.01,63,57,60
85663,2006,11,21,0,63,51,57
85663,2010,1,9,0.44,63,38,50.5
85663,2010,1,12,0,63,43,53
85663,2010,2,14,0,63,45,54
85663,2010,12,6,0,63,48,55.5
85663,2020,1,22,0,63,40,51.5
85663,2022,1,30,0,63,42,52.5
85663,1951,11,18,0,64,49,56.5
85663,1953,1,12,0,64,50,57
85663,1953,12,26,0,64,52,58
85663,1954,1,12,0,64,44,54
85663,1957,1,18,0,64,51,57.5
85663,1958,1,16,0,64,52,58
85663,1958,1,17,0,64,47,55.5
85663,1958,2,2,0,64,49,56.5
85663,1958,2,8,0,64,49,56.5
85663,1959,12,7,0,64,51,57.5
85663,1960,12,13,0,64,45,54.5
85663,1961,2,10,0,64,48,56
85663,1962,3,6,0,64,49,56.5
85663,1963,1,8,0.25,64,50,57
85663,1963,2,5,0.01,64,55,59.5
85663,1963,2,27,0,64,47,55.5
85663,1963,11,14,0,64,47,55.5
85663,1964,1,15,0,64,36,50
85663,1964,2,9,0,64,43,53.5
85663,1964,2,20,0,64,50,57
85663,1966,1,31,0,64,35,49.5
85663,1968,1,13,0,64,59,61.5
85663,1969,1,5,1,64,57,60.5
85663,1969,2,17,0,64,53,58.5
85663,1969,3,13,0.01,64,54,59
85663,1969,11,15,0.03,64,51,57.5
85663,1970,11,16,0,64,53,58.5
85663,1971,2,9,0,64,47,55.5
85663,1972,2,20,0,64,42,53
85663,1972,12,17,0,64,46,55
85663,1972,12,27,0,64,51,57.5
85663,1973,1,30,0,64,42,53
85663,1973,2,19,0.3,64,62,63
85663,1973,12,18,0,64,41,52.5
85663,1974,2,10,0,64,49,56.5
85663,1975,12,23,0,64,46,55
85663,1976,2,8,0,64,48,56
85663,1978,1,27,0,64,50,57
85663,1978,1,29,0,64,41,52.5
85663,1979,1,29,0,64,45,54.5
85663,1980,1,2,0,64,48,56
85663,1980,1,24,0,64,51,57.5
85663,1982,1,12,0,64,33,48.5
85663,1983,1,13,0,64,43,53.5
85663,1984,12,7,0,64,45,54.5
85663,1985,12,17,0.05,64,56,60
85663,1985,12,21,0,64,52,58
85663,1986,1,27,0,64,44,54
85663,1986,3,1,0.03,64,46,55
85663,1987,1,27,0,64,50,57
85663,1988,1,26,0,64,47,55.5
85663,1988,3,15,0,64,51,57.5
85663,1988,12,18,0,64,43,53.5
85663,1992,1,16,0,64,46,55
85663,1994,1,5,0.01,64,51,57.5
85663,1995,2,6,0,64,50,57
85663,1995,12,22,0.02,64,52,58
85663,1995,12,26,0,64,46,55
85663,1995,12,27,0,64,47,55.5
85663,1997,12,7,0,64,50,57
85663,1997,12,15,0.01,64,56,60
85663,1997,12,18,0,64,51,57.5
85663,2001,1,5,0,64,39,51.5
85663,2001,1,23,0,64,42,53
85663,2003,1,4,0,64,49,56.5
85663,2007,2,17,0,64,43,53.5
85663,2009,12,20,0,64,58,61
85663,2009,12,21,0,64,52,58
85663,2010,12,13,0,64,44,54
85663,2010,12,28,0,64,39,51.5
85663,2011,2,12,0.08,64,53,58.5
85663,2013,3,3,0,64,52,58
85663,2016,1,19,0,64,53,58.5
85663,2016,2,10,0,64,55,59.5
85663,2017,12,10,0,64,50,57
85663,2018,1,5,0,64,46,55
85663,2018,1,18,0,64,44,54
85663,2018,11,28,0,64,51,57.5
85663,2019,1,26,0.79,64,56,60
85663,2020,12,8,0,64,55,59.5
85663,2020,12,26,0,64,47,55.5
85663,2022,1,23,0.00001,64,50,57
85663,2023,1,15,0,64,45,54.5
85663,1950,12,18,0,65,48,56.5
85663,1951,1,9,0,65,36,50.5
85663,1951,1,16,0,65,51,58
85663,1953,1,25,0,65,52,58.5
85663,1953,12,18,0,65,46,55.5
85663,1954,3,9,0.61,65,55,60
85663,1954,12,22,0,65,41,53
85663,1955,1,25,0,65,49,57
85663,1957,12,10,0,65,48,56.5
85663,1960,2,19,0,65,51,58
85663,1961,1,17,0,65,55,60
85663,1961,1,20,0,65,46,55.5
85663,1961,3,10,0,65,48,56.5
85663,1962,1,3,0,65,38,51.5
85663,1962,12,15,0,65,40,52.5
85663,1963,2,13,0,65,51,58
85663,1963,2,17,0.04,65,61,63
85663,1963,11,30,0,65,48,56.5
85663,1963,12,17,0.94,65,62,63.5
85663,1964,1,18,0,65,54,59.5
85663,1964,2,23,0,65,48,56.5
85663,1967,2,26,0,65,36,50.5
85663,1968,1,25,0,65,48,56.5
85663,1968,2,10,0,65,46,55.5
85663,1968,2,28,0,65,43,54
85663,1968,12,24,0,65,45,55
85663,1970,1,21,0,65,52,58.5
85663,1970,2,10,0.01,65,50,57.5
85663,1973,2,23,0,65,51,58
85663,1976,1,22,0,65,48,56.5
85663,1976,12,27,0,65,44,54.5
85663,1977,1,23,0,65,45,55
85663,1977,2,8,0.03,65,59,62
85663,1978,1,28,0,65,43,54
85663,1978,2,5,0.44,65,57,61
85663,1978,2,6,0,65,48,56.5
85663,1978,2,10,0,65,53,59
85663,1979,1,22,0,65,53,59
85663,1979,2,2,0,65,41,53
85663,1979,2,27,0,65,47,56
85663,1980,12,27,0,65,51,58
85663,1980,12,31,0,65,47,56
85663,1981,1,17,0,65,43,54
85663,1981,1,18,0,65,38,51.5
85663,1983,3,11,0,65,49,57
85663,1984,11,23,0.11,65,60,62.5
85663,1985,2,8,0.02,65,52,58.5
85663,1985,12,22,0,65,44,54.5
85663,1986,3,22,0,65,49,57
85663,1987,1,2,0,65,49,57
85663,1988,1,11,0.06,65,53,59
85663,1988,1,23,0,65,50,57.5
85663,1989,2,25,0,65,37,51
85663,1989,12,26,0,65,38,51.5
85663,1993,12,25,0.49,65,52,58.5
85663,1994,1,9,0.02,65,56,60.5
85663,1995,2,1,0,65,52,58.5
85663,1995,2,9,0,65,39,52
85663,1995,12,21,0,65,51,58
85663,1998,2,8,0,65,50,57.5
85663,2000,1,27,0,65,43,54
85663,2002,1,9,0,65,45,55
85663,2002,2,28,0,65,46,55.5
85663,2003,3,31,0,65,54,59.5
85663,2003,12,19,0,65,49,57
85663,2006,11,20,0,65,56,60.5
85663,2009,1,31,0,65,48,56.5
85663,2010,1,2,0,65,49,57
85663,2010,2,25,0,65,51,58
85663,2010,12,8,0,65,44,54.5
85663,2014,11,19,0.32,65,55,60
85663,2016,2,7,0.04,65,52,58.5
85663,2019,11,17,0,65,57,61
85663,2020,12,9,0,65,50,57.5
85663,2021,2,2,0,65,52,58.5
85663,2022,1,24,0,65,46,55.5
85663,1948,1,5,0,66,48,57
85663,1950,11,29,0,66,43,54.5
85663,1953,12,16,0,66,47,56.5
85663,1954,3,1,0,66,51,58.5
85663,1955,1,20,0,66,46,56
85663,1955,2,13,0,66,40,53
85663,1958,1,25,0,66,55,60.5
85663,1958,1,28,0,66,49,57.5
85663,1958,2,9,0,66,44,55
85663,1958,2,14,0,66,39,52.5
85663,1958,3,21,0,66,49,57.5
85663,1959,1,11,0,66,40,53
85663,1959,11,30,0,66,42,54
85663,1960,3,6,0,66,45,55.5
85663,1961,1,21,0,66,42,54
85663,1961,12,24,0,66,47,56.5
85663,1964,1,13,0,66,50,58
85663,1966,3,7,0,66,50,58
85663,1966,11,29,0,66,44,55
85663,1967,1,5,0,66,45,55.5
85663,1968,1,16,0,66,49,57.5
85663,1968,2,25,0,66,43,54.5
85663,1969,3,10,0,66,52,59
85663,1969,3,12,0,66,49,57.5
85663,1970,12,27,0,66,43,54.5
85663,1971,1,1,0,66,53,59.5
85663,1973,2,17,0,66,45,55.5
85663,1975,11,24,0,66,47,56.5
85663,1977,1,4,0,66,53,59.5
85663,1977,2,1,0,66,54,60
85663,1977,2,21,0,66,41,53.5
85663,1978,1,3,0.28,66,59,62.5
85663,1978,1,14,0,66,55,60.5
85663,1979,1,26,0,66,52,59
85663,1980,1,5,0,66,53,59.5
85663,1980,2,1,0,66,47,56.5
85663,1980,2,2,0.03,66,44,55
85663,1980,2,11,0,66,55,60.5
85663,1980,12,29,0,66,49,57.5
85663,1983,2,4,0,66,51,58.5
85663,1983,2,8,0,66,49,57.5
85663,1983,3,13,0,66,48,57
85663,1984,2,7,0,66,44,55
85663,1986,1,12,0.75,66,58,62
85663,1987,4,1,0,66,48,57
85663,1987,4,7,0.07,66,58,62
85663,1987,12,5,0,66,52,59
85663,1988,1,14,0.33,66,59,62.5
85663,1988,1,28,0,66,46,56
85663,1988,2,6,0,66,51,58.5
85663,1988,2,13,0,66,45,55.5
85663,1988,12,17,0,66,48,57
85663,1989,3,9,0,66,49,57.5
85663,1992,1,5,0,66,50,58
85663,1992,1,15,0,66,54,60
85663,1992,12,12,0,66,51,58.5
85663,1993,12,26,0,66,48,57
85663,1994,1,14,0,66,52,59
85663,1994,12,26,0,66,56,61
85663,1995,1,25,0,66,48,57
85663,1997,1,31,0,66,56,61
85663,1998,2,6,0.18,66,52,59
85663,1998,2,9,0,66,50,58
85663,1998,12,16,0,66,56,61
85663,1999,12,25,0,66,51,58.5
85663,2000,1,25,0,66,48,57
85663,2001,1,21,0,66,45,55.5
85663,2001,12,27,0,66,49,57.5
85663,2003,12,21,0,66,47,56.5
85663,2004,12,12,0,66,52,59
85663,2005,1,17,0,66,51,58.5
85663,2006,1,6,0,66,54,60
85663,2006,2,14,0,66,44,55
85663,2007,2,18,0.02,66,48,57
85663,2010,1,13,0,66,47,56.5
85663,2010,2,7,0,66,56,61
85663,2010,2,11,0,66,46,56
85663,2010,2,13,0,66,51,58.5
85663,2010,2,17,0,66,49,57.5
85663,2010,2,18,0,66,51,58.5
85663,2010,3,3,0,66,53,59.5
85663,2010,3,5,0,66,44,55
85663,2011,1,28,0,66,51,58.5
85663,2012,12,22,0,66,48,57
85663,2013,1,18,0,66,56,61
85663,2014,1,17,0,66,46,56
85663,2014,1,22,0,66,52,59
85663,2014,12,10,0,66,51,58.5
85663,2015,2,20,0,66,42,54
85663,2016,1,12,0.19,66,58,62
85663,2016,1,18,0,66,56,61
85663,2017,1,29,0.66,66,53,59.5
85663,2017,12,30,0,66,60,63
85663,2018,12,11,0,66,53,59.5
85663,2021,1,9,0,66,55,60.5
85663,2022,1,29,0,66,46,56
85663,2023,12,30,0,66,57,61.5
85663,1949,11,18,0,67,53,60
85663,1950,11,28,0,67,48,57.5
85663,1950,12,20,0,67,40,53.5
85663,1951,1,8,0,67,43,55
85663,1951,4,13,0.01,67,61,64
85663,1951,11,8,0,67,54,60.5
85663,1951,11,19,0,67,44,55.5
85663,1952,1,29,0.02,67,53,60
85663,1952,1,30,0,67,43,55
85663,1952,2,27,0.03,67,52,59.5
85663,1952,11,21,0,67,56,61.5
85663,1953,1,11,0.02,67,57,62
85663,1954,12,19,0,67,54,60.5
85663,1955,1,30,0,67,41,54
85663,1955,3,29,0,67,52,59.5
85663,1956,1,5,0,67,46,56.5
85663,1956,1,15,0,67,40,53.5
85663,1957,12,1,0,67,47,57
85663,1957,12,5,0,67,45,56
85663,1957,12,13,0,67,39,53
85663,1958,1,11,0,67,50,58.5
85663,1958,1,19,0,67,40,53.5
85663,1958,1,30,0,67,51,59
85663,1958,2,12,0,67,57,62
85663,1958,2,21,0,67,44,55.5
85663,1958,3,20,0,67,52,59.5
85663,1959,12,3,0,67,50,58.5
85663,1960,1,31,0.01,67,56,61.5
85663,1960,2,14,0,67,50,58.5
85663,1960,3,19,0,67,51,59
85663,1960,12,16,0,67,52,59.5
85663,1961,1,18,0,67,48,57.5
85663,1962,11,27,0,67,45,56
85663,1962,12,2,0,67,55,61
85663,1962,12,6,0.05,67,51,59
85663,1962,12,11,0,67,36,51.5
85663,1963,1,9,0,67,44,55.5
85663,1963,12,1,0,67,50,58.5
85663,1965,1,29,0,67,50,58.5
85663,1966,1,23,0,67,52,59.5
85663,1968,1,14,0,67,51,59
85663,1968,2,7,0,67,50,58.5
85663,1968,2,20,0,67,52,59.5
85663,1968,2,26,0,67,44,55.5
85663,1968,3,2,0,67,37,52
85663,1968,3,24,0,67,46,56.5
85663,1968,11,20,0,67,46,56.5
85663,1969,2,18,0,67,47,57
85663,1970,1,11,0,67,39,53
85663,1970,2,11,0,67,46,56.5
85663,1970,2,12,0,67,56,61.5
85663,1970,11,5,0,67,52,59.5
85663,1971,1,21,0,67,41,54
85663,1971,3,4,0,67,50,58.5
85663,1973,1,15,0,67,51,59
85663,1973,12,9,0,67,49,58
85663,1973,12,12,0,67,40,53.5
85663,1973,12,21,0,67,48,57.5
85663,1974,12,3,0,67,52,59.5
85663,1975,12,10,0,67,52,59.5
85663,1976,1,17,0,67,46,56.5
85663,1976,1,19,0,67,43,55
85663,1977,2,18,0,67,42,54.5
85663,1977,12,7,0,67,48,57.5
85663,1977,12,28,0,67,43,55
85663,1978,1,9,0,67,49,58
85663,1978,1,11,0,67,41,54
85663,1978,2,7,0,67,40,53.5
85663,1978,2,11,0,67,45,56
85663,1978,3,18,0,67,45,56
85663,1979,1,9,0,67,58,62.5
85663,1979,2,10,0,67,44,55.5
85663,1979,11,30,0,67,51,59
85663,1980,3,4,0,67,41,54
85663,1980,11,29,0,67,53,60
85663,1981,1,11,0,67,43,55
85663,1983,1,16,0,67,45,56
85663,1983,1,28,0,67,58,62.5
85663,1983,12,30,0.15,67,48,57.5
85663,1984,1,1,0,67,44,55.5
85663,1984,1,5,0,67,46,56.5
85663,1985,1,5,0,67,52,59.5
85663,1985,1,6,0,67,48,57.5
85663,1985,1,26,0,67,47,57
85663,1985,1,27,0,67,46,56.5
85663,1985,2,12,0,67,49,58
85663,1986,1,14,0,67,45,56
85663,1986,2,13,0,67,49,58
85663,1987,3,13,0,67,54,60.5
85663,1988,2,26,0,67,49,58
85663,1988,3,16,0,67,44,55.5
85663,1988,12,13,0,67,52,59.5
85663,1989,2,23,0,67,48,57.5
85663,1989,12,10,0,67,53,60
85663,1993,1,27,0,67,55,61
85663,1993,12,16,0,67,51,59
85663,1994,2,1,0.62,67,57,62
85663,1995,1,24,0,67,51,59
85663,1995,2,5,0,67,50,58.5
85663,1995,2,8,0.01,67,46,56.5
85663,1996,3,9,0,67,46,56.5
85663,1996,3,21,0,67,51,59
85663,1997,12,6,0,67,54,60.5
85663,1997,12,29,0.4,67,56,61.5
85663,1997,12,30,0,67,54,60.5
85663,1998,3,12,0,67,50,58.5
85663,1998,3,22,0.02,67,58,62.5
85663,1999,12,26,0,67,51,59
85663,2000,1,21,0,67,52,59.5
85663,2000,12,29,0,67,55,61
85663,2001,1,1,0,67,42,54.5
85663,2001,1,9,0,67,47,57
85663,2001,12,26,0.42,67,54,60.5
85663,2002,12,15,0,67,54,60.5
85663,2003,1,25,0,67,44,55.5
85663,2004,1,28,0,67,54,60.5
85663,2005,1,24,0,67,43,55
85663,2005,2,4,0.01,67,54,60.5
85663,2005,3,3,0.66,67,57,62
85663,2005,12,22,0,67,51,59
85663,2006,1,15,0,67,48,57.5
85663,2007,1,29,0,67,53,60
85663,2008,1,2,0,67,44,55.5
85663,2008,12,2,0.01,67,55,61
85663,2009,2,6,0,67,45,56
85663,2010,2,16,0.02,67,53,60
85663,2010,3,4,0,67,49,58
85663,2010,11,6,0,67,54,60.5
85663,2011,1,13,0,67,45,56
85663,2012,1,4,0,67,43,55
85663,2012,1,14,0,67,54,60.5
85663,2013,3,1,0,67,60,63.5
85663,2015,1,25,0,67,52,59.5
85663,2015,2,14,0,67,48,57.5
85663,2016,1,23,0,67,54,60.5
85663,2016,2,9,0,67,60,63.5
85663,2017,12,13,0,67,52,59.5
85663,2020,1,21,0,67,48,57.5
85663,2021,2,3,0,67,50,58.5
85663,2022,2,9,0.18,67,62,64.5
85663,1948,1,14,0,68,42,55
85663,1948,2,1,0,68,50,59
85663,1949,1,2,0,68,39,53.5
85663,1950,4,6,0.02,68,47,57.5
85663,1950,11,5,0,68,52,60
85663,1950,12,10,0,68,53,60.5
85663,1951,2,5,0.27,68,56,62
85663,1951,2,8,0,68,45,56.5
85663,1951,12,12,0,68,51,59.5
85663,1953,1,30,1.06,68,59,63.5
85663,1953,12,17,0,68,44,56
85663,1954,2,8,0.12,68,53,60.5
85663,1954,3,7,0.01,68,51,59.5
85663,1955,1,14,0,68,43,55.5
85663,1956,1,10,0,68,41,54.5
85663,1956,1,21,1.31,68,59,63.5
85663,1956,12,30,0,68,43,55.5
85663,1958,1,2,1.69,68,60,64
85663,1958,2,10,0,68,48,58
85663,1958,3,22,0,68,47,57.5
85663,1959,1,23,0.24,68,56,62
85663,1959,3,2,0,68,52,60
85663,1960,3,5,0,68,47,57.5
85663,1961,1,19,0,68,50,59
85663,1961,2,9,0,68,53,60.5
85663,1962,1,13,0,68,39,53.5
85663,1962,12,9,0,68,52,60
85663,1963,12,9,0,68,55,61.5
85663,1963,12,18,0.22,68,55,61.5
85663,1963,12,19,0,68,46,57
85663,1963,12,26,0,68,44,56
85663,1964,1,1,0,68,56,62
85663,1964,2,10,0,68,52,60
85663,1964,2,21,0,68,44,56
85663,1964,2,22,0.93,68,55,61.5
85663,1965,1,19,0,68,42,55
85663,1965,3,8,0,68,52,60
85663,1966,1,11,2.07,68,64,66
85663,1966,2,6,0,68,44,56
85663,1966,12,14,0,68,50,59
85663,1967,12,25,0,68,56,62
85663,1967,12,29,0,68,54,61
85663,1968,2,12,0,68,60,64
85663,1969,3,27,0.03,68,54,61
85663,1970,2,6,0.05,68,57,62.5
85663,1971,2,14,0,68,49,58.5
85663,1973,2,18,0,68,55,61.5
85663,1974,12,4,0,68,48,58
85663,1974,12,9,0,68,56,62
85663,1974,12,18,0,68,51,59.5
85663,1976,1,5,0.25,68,57,62.5
85663,1976,1,29,0,68,49,58.5
85663,1976,1,30,0,68,44,56
85663,1976,2,9,0,68,46,57
85663,1976,11,22,0,68,57,62.5
85663,1976,12,2,0.01,68,60,64
85663,1976,12,24,0.54,68,56,62
85663,1977,2,15,0.44,68,64,66
85663,1978,1,16,0,68,43,55.5
85663,1978,2,4,0.19,68,61,64.5
85663,1978,2,24,0,68,52,60
85663,1978,3,5,0,68,50,59
85663,1978,3,10,0,68,54,61
85663,1979,2,8,0,68,52,60
85663,1979,2,26,0,68,56,62
85663,1979,12,1,0,68,52,60
85663,1979,12,26,0,68,55,61.5
85663,1980,1,25,0,68,46,57
85663,1980,2,18,0.4,68,53,60.5
85663,1981,1,22,0,68,49,58.5
85663,1981,2,4,0,68,40,54
85663,1982,1,10,0,68,47,57.5
85663,1983,3,12,0,68,44,56
85663,1984,1,4,0,68,50,59
